"time","funciontransferencia.y"
4.94,0.5453432308248582
4.96,0.5460570380507507
4.98,0.5467652463784998
5,0.5474678995313585
5.02,0.5481650408683106
5.04,0.5488567133861669
5.06,0.5495429597216615
5.08,0.5502238221535475
5.1,0.550899342604695
5.12,0.5515695626441863
5.14,0.552234531298589
5.16,0.5528942889989014
5.18,0.5535488733011316
5.2,0.5541983250353867
5.22,0.5548426847409365
5.24,0.5554819926701213
5.26,0.5561162887922626
5.28,0.5567456127975722
5.3,0.5573700041010596
5.32,0.5579895018464434
5.34,0.5586041449100585
5.36,0.5592139719047671
5.38,0.5598190211838658
5.4,0.5604193217572914
5.42,0.5610149072579194
5.44,0.5616058219602051
5.46,0.5621921022243158
5.48,0.5627737840902873
5.5,0.563350903279153
5.52,0.5639234951940706
5.54,0.5644915949214488
5.56,0.5650552372320756
5.58,0.5656144565822445
5.6,0.5661692871148831
5.62,0.5667197626606787
5.64,0.567265916739207
5.66,0.5678077892998592
5.68,0.5683454227151086
5.7,0.568878840290264
5.72,0.5694080753606084
5.74,0.5699331610410396
5.76,0.5704541302301689
5.78,0.5709710156144179
5.8,0.5714838496721147
5.82,0.5719926646775935
5.84,0.5724974927052884
5.86,0.5729983656338331
5.88,0.5734953151501575
5.9,0.5739883727535843
5.92,0.5744775650078475
5.94,0.5749629057543537
5.96,0.5754444397535694
5.98,0.5759221965337775
6,0.576396205353118
6.02,0.5768664952000697
6.04,0.5773330947939344
6.06,0.5777960325853188
6.08,0.5782553367566184
6.1,0.5787110352225001
6.12,0.5791631556303852
6.14,0.5796117253609326
6.16,0.5800567715285218
6.18,0.580498322464783
6.2,0.5809364280004075
6.22,0.5813710979585719
6.24,0.581802359665457
6.26,0.5822302402879501
6.28,0.5826547668378155
6.3,0.5830759661758652
6.32,0.5834938650161289
6.34,0.5839084899300239
6.36,0.5843198673505272
6.38,0.5847280235763441
6.4,0.5851329847760798
6.42,0.5855347769924087
6.44,0.5859334261462462
6.46,0.5863289274445187
6.48,0.5867213243620246
6.5,0.5871106431001649
6.52,0.5874969073531339
6.54,0.5878801405732411
6.56,0.5882603659702552
6.58,0.5886376065107498
6.6,0.5890118849174463
6.62,0.5893832236685597
6.64,0.5897516449971426
6.66,0.5901171708904301
6.68,0.5904798230891838
6.7,0.5908396230870367
6.72,0.591196618101401
6.74,0.5915508202825097
6.76,0.5919022455762513
6.78,0.5922509162984312
6.8,0.5925968546591845
6.82,0.5929400827673025
6.84,0.5932806226345554
6.86,0.5936184961800157
6.88,0.5939537252343841
6.9,0.5942863315443115
6.92,0.5946163367767248
6.94,0.5949437625231495
6.96,0.5952686303040349
6.98,0.59559093639677
7,0.5959107019019607
7.02,0.5962279588708058
7.04,0.5965427263871099
7.06,0.5968550233092217
7.08,0.5971648682682709
7.1,0.597472279666408
7.12,0.5977772756750427
7.14,0.598079874233081
7.16,0.5983800930451644
7.18,0.5986779495799083
7.2,0.5989734610681404
7.22,0.5992666445011386
7.24,0.5995575342930849
7.26,0.5998461571412005
7.28,0.6001325149628601
7.3,0.6004166258037592
7.32,0.6006985076250402
7.34,0.6009781783072229
7.36,0.6012556556541373
7.38,0.6015309573968529
7.4,0.6018041011976114
7.42,0.6020751046537568
7.44,0.602343985301667
7.46,0.6026107606206846
7.48,0.6028754480370485
7.5,0.6031380579163733
7.52,0.6033985961332102
7.54,0.603657090735571
7.56,0.6039135578066125
7.58,0.6041680133010281
7.6,0.6044204730456584
7.62,0.604670952740104
7.64,0.6049194679573383
7.66,0.6051660341443187
7.68,0.6054106666225988
7.7,0.6056533805889412
7.72,0.6058941911159293
7.74,0.6061331131525793
7.76,0.6063701621376141
7.78,0.6066053554233487
7.8,0.6068387055266619
7.82,0.6070702270916768
7.84,0.6072999346569903
7.86,0.6075278426568116
7.88,0.6077539654221008
7.9,0.6079783171817066
7.92,0.6082009120635039
7.94,0.6084217640955332
7.96,0.6086408872071375
7.98,0.6088582952301009
8,0.6090740018997868
8.02,0.6092880204636812
8.04,0.609500354543434
8.06,0.6097110245329885
8.08,0.6099200432711052
8.1,0.6101274234628328
8.12,0.6103331776791289
8.14,0.6105373183564828
8.16,0.6107398577965355
8.18,0.6109408081657007
8.2,0.6111401814947878
8.22,0.6113379896786205
8.24,0.6115342444756604
8.26,0.6117289575076271
8.28,0.6119221402591195
8.3,0.6121138186609925
8.32,0.6123039959343557
8.34,0.6124926825196207
8.36,0.6126798902220618
8.38,0.612865630777094
8.4,0.6130499158522631
8.42,0.6132327570492373
8.44,0.6134141659057956
8.46,0.6135941538978211
8.48,0.6137727324412885
8.5,0.6139499128942564
8.52,0.6141257065588572
8.54,0.6143001246832875
8.56,0.6144731683277276
8.58,0.6146448516092144
8.6,0.6148151878300618
8.62,0.6149841873098313
8.64,0.6151518602656756
8.66,0.6153182168123174
8.68,0.6154832669620283
8.7,0.6156470206246073
8.72,0.6158094876073598
8.74,0.6159706776150758
8.76,0.6161306002500099
8.78,0.6162892650118583
8.8,0.6164466812977394
8.82,0.6166028674387847
8.84,0.6167578333884794
8.86,0.6169115839397535
8.88,0.61706412889947
8.9,0.6172154780376298
8.92,0.6173656410896278
8.94,0.6175146277585098
8.96,0.6176624477172297
8.98,0.6178091106109046
9,0.6179546260590724
9.02,0.618099003657949
9.04,0.6182422529826833
9.06,0.6183843835896154
9.08,0.6185253956376974
9.1,0.6186652920686174
9.12,0.6188040908145968
9.14,0.618941800243583
9.16,0.6190784286242683
9.18,0.6192139841251546
9.2,0.6193484748136204
9.22,0.6194819086549866
9.24,0.6196142935115825
9.26,0.6197456371418122
9.28,0.6198759471992198
9.3,0.6200052312315573
9.32,0.6201334966798482
9.34,0.6202607569183844
9.36,0.6203870306339202
9.38,0.6205123145868142
9.4,0.6206366168680595
9.42,0.62075994554556
9.44,0.6208823086662826
9.46,0.621003714258411
9.48,0.6211241703334998
9.5,0.621243684888626
9.52,0.6213622659085444
9.54,0.6214799213678387
9.56,0.6215966592330765
9.58,0.6217124874649618
9.6,0.6218274107906004
9.62,0.6219414203655964
9.64,0.6220545369701433
9.66,0.6221667674573694
9.68,0.6222781185948234
9.7,0.6223885970634487
9.72,0.622498209456558
9.74,0.6226069622788056
9.76,0.6227148619451622
9.78,0.6228219147798887
9.8,0.6229281270155093
9.82,0.6230335047917864
9.84,0.6231380541546931
9.86,0.6232417812460773
9.88,0.6233447029352503
9.9,0.6234468172025289
9.92,0.6235481301975802
9.94,0.6236486480066291
9.96,0.6237483766524589
9.98,0.6238473220944105
10,0.623945490228383
10.02,0.6240428868868333
10.04,0.6241395178387764
10.06,0.6242353887897849
10.08,0.6243305053819902
10.1,0.6244248750635722
10.12,0.6245185114034256
10.14,0.6246114133232287
10.16,0.62470358663227
10.18,0.6247950370970079
10.2,0.6248857704410705
10.22,0.6249757923452569
10.24,0.6250651084475355
10.26,0.6251537243430451
10.28,0.6252416455840948
10.3,0.6253288776801637
10.32,0.6254154260979012
10.34,0.6255012952314517
10.36,0.6255864890135886
10.38,0.6256710142546965
10.4,0.6257548761230184
10.42,0.6258380797375912
10.44,0.6259206301682456
10.46,0.626002532435607
10.48,0.6260837915110947
10.5,0.6261644123169223
10.52,0.6262443997260977
10.54,0.6263237585624224
10.56,0.626402493600493
10.58,0.6264806125460409
10.6,0.6265581211540986
10.62,0.6266350219761079
10.64,0.6267113198402542
10.66,0.6267870195381817
10.68,0.6268621258249941
10.7,0.6269366434192539
10.72,0.627010577002983
10.74,0.6270839312216623
10.76,0.6271567106842322
10.78,0.6272289199630918
10.8,0.6273005635940995
10.82,0.6273716441674654
10.84,0.6274421664854052
10.86,0.6275121355862734
10.88,0.6275815557403415
10.9,0.6276504311753512
10.92,0.6277187660765147
10.94,0.627786564586514
10.96,0.6278538308055016
10.98,0.6279205687910997
11,0.627986782558401
11.02,0.6280524760799682
11.04,0.6281176532858341
11.06,0.6281823224960355
11.08,0.628246485307803
11.1,0.6283101451193148
11.12,0.6283733059099105
11.14,0.6284359716273117
11.16,0.6284981461876222
11.18,0.6285598334753278
11.2,0.6286210373432962
11.22,0.6286817616127774
11.24,0.6287420100734035
11.26,0.6288017864831885
11.28,0.6288610943168531
11.3,0.6289199286318744
11.32,0.6289783007056062
11.34,0.6290362143180821
11.36,0.6290936732493357
11.38,0.6291506812794005
11.4,0.6292072421883098
11.42,0.629263359756097
11.44,0.6293190377627961
11.46,0.6293742799884399
11.48,0.6294290902130625
11.5,0.629483472216697
11.52,0.6295374275523058
11.54,0.6295909514880162
11.56,0.629644055482718
11.58,0.6296967430815891
11.6,0.6297490178298079
11.62,0.6298008832725525
11.64,0.629852342955001
11.66,0.6299034004223318
11.68,0.6299540592197231
11.7,0.6300043228923532
11.72,0.6300541949853997
11.74,0.6301036703530295
11.76,0.630152750767311
11.78,0.6302014456060785
11.8,0.630249758046718
11.82,0.6302976912666146
11.84,0.630345248443154
11.86,0.6303924327537218
11.88,0.6304392473757036
11.9,0.6304856954864849
11.92,0.6305317802634512
11.94,0.6305775048839881
11.96,0.6306228657385753
11.98,0.6306678701081068
12,0.6307125216418673
12.02,0.630756823341024
12.04,0.6308007782067442
12.06,0.6308443892401951
12.08,0.6308876594425441
12.1,0.6309305918149586
12.12,0.6309731893586056
12.14,0.6310154550746526
12.16,0.6310573890508596
12.18,0.6310989865389528
12.2,0.6311402577009853
12.22,0.6311812052438746
12.24,0.6312218318745381
12.26,0.6312621402998934
12.28,0.6313021332268577
12.3,0.6313418133623486
12.32,0.6313811834132836
12.34,0.6314202460865803
12.36,0.631459004089156
12.38,0.6314974551630093
12.4,0.6315356019043668
12.42,0.6315734496454671
12.44,0.6316110008932513
12.46,0.6316482581546602
12.48,0.6316852239366348
12.5,0.6317219007461161
12.52,0.6317582910900449
12.54,0.6317943974753623
12.56,0.631830222409009
12.58,0.631865768397926
12.6,0.6319010287858493
12.62,0.631936012290388
12.64,0.631970721563922
12.66,0.6320051588906849
12.68,0.6320393265549105
12.7,0.6320732268408327
12.72,0.6321068620326853
12.74,0.632140234414702
12.76,0.6321733462711164
12.78,0.6322061998861628
12.8,0.6322387954008734
12.82,0.6322711311252774
12.84,0.6323032133490225
12.86,0.6323350441796953
12.88,0.6323666257248823
12.9,0.6323979600921702
12.92,0.6324290493891457
12.94,0.6324598957233953
12.96,0.6324905012025058
12.98,0.6325208679340636
13,0.6325509980256554
13.02,0.6325808907247891
13.04,0.6326105482749873
13.06,0.6326399738109767
13.08,0.6326691692070638
13.1,0.6326981363246897
13.12,0.6327268770124298
13.14,0.6327553931059928
13.16,0.6327836864282227
13.18,0.632811758789097
13.2,0.6328396119857275
13.22,0.632867247779334
13.24,0.6328946654321617
13.26,0.6329218683729025
13.28,0.632948858222324
13.3,0.6329756365811845
13.32,0.6330022050302339
13.34,0.6330285651302133
13.36,0.6330547184218552
13.38,0.6330806664258833
13.4,0.6331064106430127
13.42,0.6331319525539497
13.44,0.6331572946803905
13.46,0.6331824399745088
13.48,0.6332073884406407
13.5,0.633232141642189
13.52,0.633256701131672
13.54,0.6332810684507237
13.56,0.6333052451300938
13.58,0.6333292326896475
13.6,0.6333530326383655
13.62,0.6333766464743444
13.64,0.6334000756847965
13.66,0.6334233217460492
13.68,0.633446386123546
13.7,0.6334692702718461
13.72,0.6334919756346237
13.74,0.6335145036446692
13.76,0.6335368557238886
13.78,0.6335590332833034
13.8,0.6335810377230504
13.82,0.6336028704323825
13.84,0.633624532789668
13.86,0.633646025925366
13.88,0.6336673476367447
13.9,0.633688502254381
13.92,0.6337094910369142
13.94,0.6337303152291138
13.96,0.6337509760618804
13.98,0.6337714747522445
14,0.6337918125033678
14.02,0.6338119905045421
14.04,0.63383200993119
14.06,0.6338518719448648
14.08,0.6338715776932499
14.1,0.6338911283101596
14.12,0.6339105249155389
14.14,0.6339297686154629
14.16,0.6339488605021377
14.18,0.6339678016538998
14.2,0.633986593135216
14.22,0.6340052359966842
14.24,0.6340237312750324
14.26,0.6340420864878794
14.28,0.6340602982023583
14.3,0.63407836686062
14.32,0.6340962935648716
14.34,0.6341140794074716
14.36,0.6341317254709296
14.38,0.6341492328279059
14.4,0.6341666025412126
14.42,0.634183835663813
14.44,0.6342009332388211
14.46,0.6342178962995023
14.48,0.6342347258692735
14.5,0.6342514229617024
14.52,0.634267988580508
14.54,0.6342844237195605
14.56,0.6343007293628813
14.58,0.6343169064846429
14.6,0.6343329560491691
14.62,0.6343488790109346
14.64,0.6343646789063002
14.66,0.6343803556153554
14.68,0.6343959092500697
14.7,0.6344113407826794
14.72,0.6344266511773847
14.74,0.6344418413903513
14.76,0.6344569123697097
14.78,0.6344718650555549
14.8,0.6344867003799471
14.82,0.6345014192669111
14.84,0.6345160226324368
14.86,0.6345305113844786
14.88,0.6345448864229561
14.9,0.6345591486397537
14.92,0.6345732989187204
14.94,0.6345873381356703
14.96,0.6346012671583822
14.98,0.6346150868465998
15,0.6346287980520317
15.02,0.6346424020919476
15.04,0.6346558998213524
15.06,0.6346692917481822
15.08,0.6346825787059466
15.1,0.6346957615205724
15.12,0.6347088410104035
15.14,0.6347218179862014
15.16,0.6347346932511447
15.18,0.6347474676008292
15.2,0.6347601418232682
15.22,0.6347727166988922
15.24,0.6347851930005489
15.26,0.6347975714935035
15.28,0.634809852935438
15.3,0.6348220380764524
15.32,0.6348341276590633
15.34,0.634846122418205
15.36,0.634858023081229
15.38,0.634869830367904
15.4,0.6348815453734299
15.42,0.6348931691329729
15.44,0.6349047018297045
15.46,0.6349161441692576
15.48,0.6349274968502095
15.5,0.6349387605640845
15.52,0.6349499359953519
15.54,0.6349610238214269
15.56,0.6349720247126702
15.58,0.6349829393323884
15.6,0.634993768336834
15.62,0.6350045123752044
15.64,0.6350151720896435
15.66,0.635025748115241
15.68,0.6350362410800314
15.7,0.6350466516049956
15.72,0.6350569803040602
15.74,0.635067227784097
15.76,0.6350773946449239
15.78,0.6350874819210014
15.8,0.635097491471535
15.82,0.6351074225592033
15.84,0.6351172757882341
15.86,0.6351270517568706
15.88,0.6351367510573728
15.9,0.6351463742760165
15.92,0.6351559219930937
15.94,0.6351653947829126
15.96,0.6351747932137974
15.98,0.6351841178480887
16,0.6351933692421426
16,0.6351933692421426
